committee_id,no_of_members,no_of_posts,no_of_events,followers,tags
2642,14,30,15,48,"sports, literature"
2643,12,13,15,47,literature
2644,13,17,10,43,"sports, science, literature"
2645,12,19,20,29,"sports, science"
2646,15,24,20,12,literature
2647,15,26,10,11,literature
2648,11,21,18,36,science
2649,14,30,7,23,science
2650,13,28,12,33,literature
2651,14,11,14,30,"science, literature"
2652,13,19,13,50,science
2653,13,11,12,19,sports
2654,10,26,5,17,sports
2655,12,12,16,48,"sports, literature"
2656,11,23,17,20,"science, literature"
2657,14,11,10,29,"sports, literature"
2658,12,20,20,46,sports
2659,12,17,14,39,"science, literature"
2660,12,13,9,34,sports
2661,12,15,9,14,literature
2662,14,23,14,10,"sports, science"
2663,14,10,14,33,"sports, science, literature"
2664,10,21,10,39,science
2665,14,20,18,36,literature
2666,11,11,9,11,"sports, science"
2667,15,20,20,18,science
2668,11,20,7,15,"sports, literature"
2669,12,15,17,15,"sports, science, literature"
2670,14,26,15,30,science
2671,12,14,10,13,"sports, literature"
2672,12,23,13,16,"science, literature"
2673,13,24,20,50,"science, literature"
2674,10,27,19,39,"science, literature"
2675,15,16,18,35,science
2676,10,19,17,38,"sports, science, literature"
2677,11,16,8,43,sports
2678,14,24,14,22,"science, literature"
2679,13,29,18,18,science
2680,14,18,10,34,"sports, science"
2681,10,12,14,44,science
2682,13,26,15,48,science
2683,13,16,16,42,"sports, science"
2684,15,28,16,50,"science, literature"
2685,12,19,10,40,science
2686,10,17,17,26,"sports, science, literature"
2687,13,15,20,24,science
2688,10,11,15,28,literature
2689,11,21,13,36,"science, literature"
2690,15,14,20,49,"sports, literature"
2691,13,15,10,42,"science, literature"
2692,12,24,7,40,"sports, literature"
2693,10,16,12,18,science
2694,15,14,15,28,"science, literature"
2695,12,10,11,48,sports
2696,14,25,10,30,sports
2697,15,25,9,11,science
2698,10,20,14,28,"sports, literature"
2699,10,11,5,46,science
2700,15,18,20,46,sports
2701,10,21,13,15,science
2702,10,16,16,18,"sports, science"
2703,11,16,14,24,sports
2704,12,25,8,37,sports
2705,15,26,8,28,"sports, literature"
2706,13,12,11,28,"sports, science, literature"
2707,10,13,15,27,"sports, science"
2708,12,30,17,43,sports
2709,13,19,18,36,literature
2710,10,27,5,17,"sports, literature"
2711,15,29,15,31,"sports, science"
2712,14,28,5,29,"sports, science, literature"
2713,15,13,6,47,science
2714,15,15,16,43,"sports, literature"
2715,14,28,14,17,science
2716,14,11,18,12,"sports, science"
2717,11,17,7,37,science
2718,15,17,19,33,science
2719,14,12,14,45,literature
2720,11,24,7,40,"sports, science"
2721,13,24,7,26,"sports, science"
2722,12,29,5,25,"sports, science, literature"
2723,14,12,17,22,"sports, literature"
2724,15,17,16,16,science
2725,13,30,17,13,literature
2726,11,30,13,12,"sports, science, literature"
2727,11,15,18,43,"science, literature"
2728,15,12,17,35,"sports, science, literature"
2729,13,28,6,15,"sports, science"
2730,11,17,9,17,sports
2731,14,16,5,21,"sports, literature"
2732,14,16,18,13,"science, literature"
2733,14,22,6,38,sports
2734,11,22,17,46,"sports, literature"
2735,13,26,16,32,"sports, science"
2736,11,21,8,26,science
2737,14,24,20,48,sports
2738,11,18,14,41,science
2739,11,15,9,22,"sports, science"
2740,12,10,11,13,"sports, science, literature"
2741,12,27,6,22,"sports, literature"
2742,12,20,13,28,"sports, literature"
2743,15,21,16,25,sports
2744,14,12,5,44,literature
2745,13,22,10,22,science
2746,12,27,7,29,science
2747,14,14,17,21,"sports, science, literature"
2748,13,23,18,30,sports
2749,12,16,20,47,literature
2750,13,16,13,23,"sports, science, literature"
2751,10,21,13,14,"science, literature"
2752,13,29,15,49,science
2753,12,12,16,36,"sports, literature"
2754,13,28,6,14,"science, literature"
2755,11,28,7,48,sports
2756,12,23,10,11,"sports, literature"
2757,11,23,5,15,"sports, literature"
2758,11,15,6,23,"sports, literature"
2759,10,30,10,11,"sports, science, literature"
2760,14,23,8,40,"sports, science, literature"
2761,13,15,5,14,literature
2762,15,18,19,31,science
2763,15,22,12,48,literature
2764,12,22,12,22,"sports, science, literature"
2765,14,17,19,15,"science, literature"
2766,11,18,5,11,science
2767,10,12,19,40,"sports, science"
2768,10,12,5,49,"sports, literature"
2769,11,13,9,48,"sports, science, literature"
2770,10,11,6,42,sports
2771,13,30,5,27,"sports, literature"
2772,13,27,9,48,"sports, literature"
2773,15,23,9,17,"sports, science, literature"
2774,14,18,15,18,science
2775,11,17,17,36,literature
2776,15,23,17,11,sports
2777,11,13,7,15,"sports, literature"
2778,13,28,14,21,science
2779,11,18,13,30,"science, literature"
2780,12,11,11,29,"sports, science, literature"
2781,15,23,17,38,"sports, literature"
2782,10,18,6,33,"sports, literature"
2783,13,26,14,48,"science, literature"
2784,15,28,20,45,"sports, science"
2785,11,24,15,10,science
2786,15,14,8,32,"sports, science, literature"
2787,14,29,11,21,sports
2788,14,27,7,39,"sports, science, literature"
2789,10,21,5,34,"science, literature"
2790,10,23,7,11,"science, literature"
2791,12,18,18,35,"sports, literature"
2792,15,11,16,50,"science, literature"
2793,11,21,13,35,"sports, literature"
2794,15,29,11,15,literature
2795,10,25,9,21,"sports, science"
2796,14,27,19,24,"sports, literature"
2797,14,22,17,12,science
2798,12,23,20,33,science
2799,13,26,13,25,science
2800,11,16,5,16,science
2801,14,13,9,38,"sports, literature"
2802,14,11,14,29,science
2803,11,22,11,21,sports
2804,13,24,13,49,sports
2805,10,29,5,19,sports
2806,15,18,16,12,"science, literature"
2807,13,24,13,46,"sports, science"
2808,13,20,20,38,"science, literature"
2809,14,29,19,11,literature
2810,10,29,15,28,science
2811,14,23,19,48,"sports, science"
2812,14,24,12,10,sports
2813,11,26,17,19,literature
2814,15,15,16,45,science
2815,14,12,17,30,sports
2816,10,23,10,12,science
2817,10,18,14,39,science
2818,13,26,19,30,science
2819,14,20,10,40,"sports, science"
2820,11,20,16,47,science
2821,10,21,11,45,science
2822,15,10,10,44,"science, literature"
2823,15,29,20,32,"science, literature"
2824,10,20,10,15,sports
2825,10,17,10,32,sports
2826,10,19,8,21,"sports, science, literature"
2827,11,17,9,19,literature
2828,12,20,11,37,sports
2829,15,15,15,26,science
2830,10,18,12,33,sports
2831,10,12,8,45,literature
2832,11,24,17,39,science
2833,12,19,9,38,"sports, science, literature"
2834,10,20,11,14,"sports, science, literature"
2835,12,28,17,27,"science, literature"
2836,13,24,16,33,"sports, science"
2837,12,20,8,45,"sports, literature"
2838,11,20,19,19,sports
2839,10,18,5,44,"science, literature"
2840,11,19,20,47,"sports, literature"
2841,11,16,8,24,science
2842,14,15,20,50,science
2843,14,14,10,43,"sports, science, literature"
2844,11,12,12,49,science
2845,14,29,8,21,"sports, science, literature"
2846,15,13,20,46,science
2847,15,24,8,27,literature
2848,10,27,14,21,science
2849,14,19,18,37,science
2850,11,16,13,30,"sports, science"
2851,10,15,14,37,"science, literature"
2852,15,13,17,12,"sports, science"
2853,11,29,20,47,"science, literature"
2854,13,19,17,18,literature
2855,12,20,20,48,"science, literature"
2856,11,16,10,20,"sports, literature"
2857,13,14,8,42,science
2858,12,10,11,26,literature
2859,15,11,15,20,literature
2860,15,10,18,17,"sports, science"
2861,12,21,17,39,"science, literature"
2862,13,22,11,33,literature
2863,15,30,12,29,"sports, science"
2864,14,16,9,14,"sports, science"
2865,11,15,11,23,"sports, literature"
2866,10,29,17,20,science
2867,10,28,15,16,science
2868,10,12,20,15,literature
2869,14,25,18,13,sports
2870,13,30,11,15,"sports, science, literature"
2871,14,29,16,12,sports
2872,11,12,11,20,"sports, science, literature"
2873,15,26,18,33,sports
2874,10,10,5,38,literature
2875,11,16,6,15,literature
2876,14,29,15,30,"sports, science, literature"
2877,10,30,17,11,science
2878,12,29,8,25,"sports, science"
2879,11,16,9,26,sports
2880,15,13,15,50,literature
2881,13,19,20,40,"sports, science"
2882,10,10,6,16,"sports, science, literature"
2883,14,14,13,44,"sports, science"
2884,12,12,15,10,sports
2885,15,11,10,14,sports
2886,13,29,5,29,sports
2887,12,26,9,23,"sports, science, literature"
2888,10,30,9,33,science
2889,14,18,19,30,"science, literature"
2890,15,29,8,44,science
2891,15,17,7,31,science
2892,10,30,19,17,"sports, literature"
2893,12,22,7,38,literature
2894,15,13,9,10,"science, literature"
2895,11,10,7,28,"science, literature"
2896,12,18,15,37,science
2897,10,10,12,45,"science, literature"
2898,11,18,20,40,"sports, literature"
2899,11,29,9,33,science
2900,10,12,8,19,science
2901,10,17,9,46,"sports, science"
2902,13,28,7,14,"sports, literature"
2903,11,29,13,47,sports
2904,11,29,14,24,sports
2905,10,21,16,23,science
2906,11,29,5,40,"sports, literature"
2907,15,24,10,25,sports
2908,13,13,17,36,"sports, science, literature"
2909,10,21,19,29,"science, literature"
2910,12,16,10,14,sports
2911,10,25,6,46,"science, literature"
2912,10,25,10,12,science
2913,15,13,20,26,"science, literature"
2914,15,26,20,47,science
2915,13,27,15,49,"sports, science"
2916,15,22,13,48,"sports, literature"
2917,11,14,19,17,sports
2918,11,15,9,18,"sports, science"
2919,15,26,9,16,science
2920,13,21,20,30,"science, literature"
2921,12,24,11,25,sports
2922,10,14,19,48,science
2923,11,20,13,26,"sports, literature"
2924,10,15,5,34,sports
2925,15,29,8,14,literature
2926,12,20,17,43,"science, literature"
2927,15,25,19,27,"sports, science"
2928,15,27,19,12,science
2929,10,28,5,36,sports
2930,10,21,6,15,science
2931,10,23,12,44,sports
2932,12,11,12,17,literature
2933,15,22,13,40,"science, literature"
2934,15,27,6,26,literature
2935,14,24,16,39,"sports, science, literature"
2936,12,30,19,29,"sports, science"
2937,11,18,11,15,science
2938,12,11,16,16,"science, literature"
2939,12,29,13,41,literature
2940,12,25,14,14,"sports, science, literature"
2941,15,22,20,33,science
2942,13,15,5,17,"science, literature"
2943,13,15,19,13,"sports, literature"
2944,13,29,12,44,"sports, literature"
2945,12,10,6,31,"sports, science, literature"
2946,13,13,11,10,science
2947,13,19,18,43,"sports, literature"
2948,11,13,7,32,science
2949,10,27,17,26,science
2950,10,26,9,46,literature
2951,10,18,6,40,"science, literature"
2952,13,11,16,50,literature
2953,15,23,12,28,"science, literature"
2954,11,24,15,20,"sports, science, literature"
2955,10,24,16,20,"sports, science, literature"
2956,11,15,9,30,"sports, science, literature"
2957,14,30,15,35,"sports, science, literature"
2958,11,12,15,27,"sports, literature"
2959,10,21,18,11,sports
2960,14,29,9,44,sports
2961,13,25,14,35,literature
2962,13,21,15,17,science
2963,14,30,6,41,sports
2964,15,11,5,47,sports
2965,11,14,11,36,science
2966,14,28,15,29,"sports, science"
2967,13,16,5,18,"science, literature"
2968,15,30,20,33,science
2969,14,14,17,46,science
2970,14,13,13,48,sports
2971,10,18,15,28,"sports, science, literature"
2972,13,21,12,28,science
2973,13,26,17,14,"science, literature"
2974,14,11,17,38,"sports, literature"
2975,11,15,5,20,science
2976,13,11,17,23,literature
2977,14,19,14,30,"sports, science"
2978,11,26,15,39,"science, literature"
2979,13,28,15,17,"sports, science"
2980,12,16,13,28,literature
2981,12,11,7,16,"sports, science, literature"
2982,10,21,15,40,science
2983,13,28,14,16,science
2984,15,20,5,10,"sports, science"
2985,14,24,12,43,science
2986,11,17,18,14,"sports, literature"
2987,10,20,11,21,"sports, science"
2988,14,18,13,42,"sports, science, literature"
2989,13,26,15,24,"sports, science"
2990,10,21,10,50,literature
2991,13,10,14,43,sports
2992,12,24,10,25,sports
2993,15,16,9,47,"sports, science"
2994,12,11,19,41,"sports, literature"
2995,12,17,19,31,"sports, science, literature"
2996,13,28,7,46,"sports, science, literature"
2997,15,23,6,11,"sports, literature"
2998,15,25,13,24,science
2999,15,23,6,18,science
3000,10,11,18,27,science
3001,14,14,15,21,"sports, science, literature"
3002,11,27,20,48,"sports, science, literature"
3003,14,18,20,22,science
3004,11,13,7,27,science
3005,10,25,13,33,"sports, literature"
3006,14,11,15,26,literature
3007,11,14,6,18,science
3008,10,11,17,41,science
3009,10,11,10,29,"sports, science, literature"
3010,10,14,7,41,"science, literature"
3011,11,14,15,27,science
3012,12,18,13,45,"sports, literature"
3013,10,18,7,36,"sports, literature"
3014,12,21,20,47,science
3015,13,21,11,40,"sports, science, literature"
3016,14,24,10,31,science
3017,11,10,7,47,literature
3018,13,26,15,25,science
3019,12,22,19,43,"sports, science, literature"
3020,13,21,20,17,sports
3021,13,10,9,20,"sports, science, literature"
3022,10,20,9,37,"sports, literature"
3023,14,24,14,20,science
3024,14,11,20,11,"sports, science, literature"
3025,14,24,14,48,science
3026,15,28,19,48,literature
3027,13,13,16,43,literature
3028,12,19,16,32,science
3029,15,13,12,23,literature
3030,13,15,17,32,science
3031,12,26,16,35,science
3032,14,13,11,18,literature
3033,13,25,8,34,"sports, science, literature"
3034,14,14,10,31,science
3035,15,13,5,32,science
3036,12,23,6,33,"sports, literature"
3037,14,24,13,24,science
3038,13,13,6,46,science
3039,11,30,9,10,"sports, science, literature"
3040,13,22,9,28,science
3041,12,12,16,14,"sports, science, literature"
3042,10,24,16,16,science
3043,11,14,9,12,"sports, literature"
3044,15,25,16,31,literature
3045,12,23,7,45,literature
3046,14,20,13,41,"sports, literature"
3047,12,29,17,31,"sports, science, literature"
3048,13,21,5,29,sports
3049,12,15,8,46,literature
3050,15,25,16,30,"sports, literature"
3051,13,24,10,44,"sports, literature"
3052,10,18,18,30,"sports, science"
3053,14,19,7,48,"science, literature"
3054,12,14,11,31,science
3055,15,22,10,22,science
3056,13,21,14,27,science
3057,11,27,16,28,science
3058,14,30,10,22,literature
3059,14,23,20,49,"science, literature"
3060,10,27,5,39,"sports, science"
3061,11,23,17,28,"sports, science"
3062,11,13,15,49,science
3063,11,25,18,35,literature
3064,15,29,20,48,"science, literature"
3065,11,19,10,37,"sports, science"
3066,11,26,11,12,"science, literature"
3067,13,29,18,10,sports
3068,10,19,9,12,"sports, science"
3069,15,19,19,15,"sports, literature"
3070,13,12,15,43,"sports, science, literature"
3071,13,16,20,14,science
3072,14,10,11,32,"science, literature"
3073,15,20,18,18,science
3074,10,21,14,49,"science, literature"
3075,15,15,20,39,"sports, science"
3076,15,13,11,42,sports
3077,11,11,12,43,literature
3078,14,18,8,30,"sports, science, literature"
3079,15,11,11,14,"sports, literature"
3080,13,29,19,15,"science, literature"
3081,13,24,11,16,science
3082,11,19,9,41,"sports, literature"
3083,13,25,15,37,science
3084,11,14,11,12,"sports, science, literature"
3085,10,11,9,41,sports
3086,10,14,14,21,"science, literature"
3087,14,26,13,45,sports
3088,13,12,6,17,"sports, literature"
3089,12,25,9,16,science
3090,12,28,7,31,sports
3091,15,26,6,36,science
3092,13,12,15,28,"sports, science"
3093,13,14,6,37,"science, literature"
3094,11,11,12,15,science
3095,15,19,14,50,sports
3096,13,12,9,39,literature
3097,15,14,5,21,sports
3098,12,26,17,47,"science, literature"
3099,14,13,10,27,"sports, science, literature"
3100,12,12,12,43,"science, literature"
3101,12,21,17,31,"sports, science"
3102,13,23,16,32,"science, literature"
3103,14,19,13,26,"sports, science"
3104,11,13,5,34,"sports, science, literature"
3105,12,24,20,49,"sports, science, literature"
3106,11,17,8,37,"sports, science, literature"
3107,15,19,9,18,science
3108,13,15,14,17,"sports, science, literature"
3109,15,10,10,14,sports
3110,15,28,13,15,science
3111,10,29,16,38,"science, literature"
3112,10,10,13,35,sports
3113,15,22,18,27,sports
3114,10,24,8,45,science
3115,10,15,18,43,"sports, science, literature"
3116,15,24,7,29,"science, literature"
3117,12,16,11,18,"science, literature"
3118,12,10,19,31,sports
3119,10,15,15,41,science
3120,14,16,15,43,"sports, science"
3121,14,18,14,21,sports
3122,13,11,18,21,"sports, science"
3123,12,21,14,31,"sports, science"
3124,11,22,10,13,science
3125,13,21,11,41,literature
3126,12,21,10,41,"science, literature"
3127,10,22,14,48,"science, literature"
3128,10,25,16,40,"sports, literature"
3129,13,28,12,33,science
3130,10,11,6,30,"sports, literature"
3131,13,13,7,13,science
3132,14,18,12,45,science
3133,12,19,8,14,literature
3134,13,29,16,44,literature
3135,10,12,14,46,literature
3136,13,26,5,45,"sports, science, literature"
3137,11,29,9,18,"sports, science, literature"
3138,14,27,11,36,"sports, science, literature"
3139,11,13,13,15,literature
3140,11,26,16,50,"sports, science, literature"
3141,12,19,13,33,science
3142,13,18,19,30,"sports, literature"
3143,10,15,5,29,"sports, science, literature"
3144,14,23,8,44,sports
3145,15,27,10,40,"sports, science, literature"
3146,15,13,17,35,literature
3147,13,14,18,28,science
3148,11,15,6,35,"sports, science, literature"
3149,11,24,8,19,"science, literature"
3150,12,22,8,22,science
3151,11,27,13,47,"sports, literature"
3152,12,19,15,42,sports
3153,15,18,19,37,science
3154,14,12,11,20,science
3155,11,20,9,26,science
3156,12,21,9,33,sports
3157,14,29,19,26,"science, literature"
3158,13,24,18,29,"sports, science"
3159,12,20,10,10,science
3160,14,10,16,44,"sports, science"
3161,13,30,7,45,sports
3162,10,17,19,42,"sports, science"
3163,12,11,12,30,science
3164,10,18,14,50,science
3165,14,22,7,31,"science, literature"
3166,11,23,8,12,science
3167,13,29,9,27,"sports, science"
3168,13,26,7,15,"science, literature"
3169,11,10,17,11,"sports, literature"
3170,14,23,17,41,science
3171,13,16,10,21,literature
3172,13,17,12,15,literature
3173,13,11,12,23,"sports, science, literature"
3174,15,30,12,38,sports
3175,11,22,16,14,"sports, literature"
3176,15,20,19,27,sports
3177,10,23,10,48,science
3178,15,22,10,12,"sports, literature"
3179,14,27,12,36,"sports, literature"
3180,13,20,17,45,"science, literature"
3181,12,18,6,19,literature
3182,12,19,12,34,"sports, literature"
3183,12,29,12,32,sports
3184,11,20,7,50,"sports, science"
3185,11,17,20,44,"sports, literature"
3186,12,16,12,32,"science, literature"
3187,11,20,10,27,"sports, literature"
3188,11,24,18,48,"sports, literature"
3189,11,11,10,39,sports
3190,12,28,12,38,sports
3191,14,17,10,19,literature
3192,13,10,13,13,science
3193,12,20,7,36,"science, literature"
3194,13,18,10,48,"sports, literature"
3195,14,19,8,42,"sports, science, literature"
3196,11,23,18,30,"sports, literature"
3197,12,26,19,49,science
3198,15,25,14,24,science
3199,14,21,19,35,"science, literature"
3200,15,17,20,40,"sports, literature"
3201,10,10,10,33,"science, literature"
3202,15,27,17,29,"sports, science"
3203,10,22,6,41,science
3204,15,10,9,27,science
3205,14,15,5,50,"sports, science"
3206,10,24,17,37,literature
3207,10,23,12,35,"sports, literature"
3208,11,23,16,18,"sports, literature"
3209,11,10,17,20,literature
3210,12,16,7,36,literature
3211,13,28,10,19,science
3212,13,26,7,30,"sports, literature"
3213,12,20,5,12,"science, literature"
3214,15,19,11,25,"sports, science, literature"
3215,14,21,11,50,"sports, literature"
3216,15,24,14,22,sports
3217,11,14,17,33,science
3218,14,16,11,19,"sports, literature"
3219,14,23,9,36,literature
3220,14,16,19,14,"sports, science, literature"
3221,14,29,18,16,science
3222,12,24,6,14,science
3223,14,17,19,33,literature
3224,14,10,18,46,science
3225,14,19,20,46,"sports, science"
3226,15,27,10,16,"science, literature"
3227,11,16,14,40,science
3228,15,14,13,26,sports
3229,14,26,13,39,science
3230,15,25,14,23,"sports, literature"
3231,15,26,16,18,"sports, science, literature"
3232,15,17,9,46,science
3233,11,14,11,16,sports
3234,13,25,7,47,"sports, science, literature"
3235,12,17,14,13,"sports, science, literature"
3236,13,10,8,50,"science, literature"
3237,13,27,19,15,science
3238,15,17,20,14,"sports, science"
3239,14,24,7,25,science
3240,11,18,9,37,"sports, science, literature"
3241,11,25,13,20,"sports, science, literature"
3242,15,28,5,44,"sports, science, literature"
3243,10,29,13,40,"science, literature"
3244,15,17,15,33,literature
3245,12,30,17,22,"science, literature"
3246,14,26,9,41,"sports, science, literature"
3247,13,25,14,29,science
3248,15,26,14,31,science
3249,14,30,18,33,"sports, literature"
3250,14,23,9,17,science
3251,12,23,16,44,"sports, science"
3252,15,24,13,10,science
3253,13,21,17,36,"science, literature"
3254,14,29,18,49,"sports, science, literature"
3255,15,29,11,38,"sports, science"
3256,15,27,12,11,sports
3257,12,11,5,31,science
3258,15,28,19,45,sports
3259,13,29,20,36,"sports, literature"
3260,10,18,7,39,literature
3261,10,18,13,23,science
3262,15,17,18,39,science
3263,11,13,8,28,"sports, science"
3264,11,13,9,11,literature
3265,12,21,14,32,"science, literature"
3266,11,17,10,31,literature
3267,13,16,8,31,"sports, literature"
3268,11,17,7,44,"sports, science, literature"
3269,10,24,13,14,"science, literature"
3270,10,13,7,32,"sports, literature"
3271,10,20,18,31,"science, literature"
3272,13,16,15,42,"sports, science"
3273,10,15,14,48,sports
3274,12,15,12,48,"sports, science, literature"
3275,11,17,9,34,literature
3276,12,17,17,42,science
3277,14,22,8,44,literature
3278,12,28,10,28,science
3279,12,17,20,21,sports
3280,10,16,5,31,literature
3281,11,22,9,26,"science, literature"
3282,14,16,8,19,"science, literature"
3283,13,14,13,29,"sports, literature"
3284,11,16,12,40,"sports, science"
3285,15,25,6,48,"sports, science"
3286,13,21,14,47,"sports, science"
3287,12,27,5,43,literature
3288,12,21,10,19,"sports, literature"
3289,13,25,7,20,science
3290,11,21,5,15,science
3291,13,16,10,50,"sports, science"
3292,14,22,10,16,science
3293,13,16,6,29,"sports, science, literature"
3294,11,15,15,34,"science, literature"
3295,10,19,8,50,literature
3296,10,24,14,40,science
3297,12,10,12,37,"sports, science, literature"
3298,13,23,7,32,literature
3299,13,22,9,43,"science, literature"
3300,14,16,7,44,"science, literature"
3301,14,22,14,49,sports
3302,15,30,19,40,literature
3303,15,15,13,28,"sports, literature"
3304,15,18,12,18,science
3305,14,16,7,16,science
3306,12,27,14,49,"sports, science"
3307,13,28,13,35,sports
3308,15,19,16,40,"sports, science, literature"
3309,10,16,7,37,"sports, science, literature"
3310,10,13,20,27,"sports, science, literature"
3311,15,19,13,14,"sports, science"
3312,15,15,14,34,"sports, science"
3313,15,13,13,37,literature
3314,13,13,18,26,"science, literature"
3315,10,28,7,12,science
3316,12,28,13,21,"sports, science, literature"
3317,12,18,17,18,"sports, science, literature"
3318,11,28,18,50,literature
3319,14,15,14,48,science
3320,15,16,12,44,literature
3321,12,27,20,31,"sports, science, literature"
3322,12,10,10,23,science
3323,13,23,5,35,literature
3324,11,18,11,46,"sports, literature"
3325,15,28,9,37,science
3326,11,12,18,33,"science, literature"
3327,13,12,19,41,science
3328,11,20,10,38,"science, literature"
3329,11,23,18,21,"sports, science"
3330,15,16,7,19,literature
3331,11,19,5,14,"sports, literature"
3332,12,21,8,49,science
3333,14,19,6,38,sports
3334,10,20,8,23,literature
3335,12,27,6,35,"science, literature"
3336,14,27,20,27,"sports, literature"
3337,13,16,13,23,science
3338,14,14,7,10,"science, literature"
3339,15,14,12,42,"sports, science"
3340,11,19,12,28,"sports, science, literature"
3341,10,21,5,47,science
3342,12,15,16,44,science
3343,14,27,11,41,science
3344,13,29,7,13,science
3345,10,18,20,34,"sports, science"
3346,13,28,12,34,science
3347,13,11,12,37,"sports, science"
3348,11,14,14,15,science
3349,12,18,11,46,"sports, literature"
3350,14,28,16,45,"science, literature"
3351,14,16,9,23,"sports, science, literature"
3352,10,24,14,40,sports
3353,13,12,8,43,"sports, literature"
3354,13,12,10,48,"sports, literature"
3355,15,15,20,12,sports
3356,14,26,18,38,science
3357,13,17,14,42,science
3358,14,25,12,26,"sports, literature"
3359,11,27,7,24,science
3360,10,16,20,47,"sports, science, literature"
3361,14,20,12,15,"sports, science, literature"
3362,12,20,15,44,sports
3363,11,19,10,14,"sports, science"
3364,14,26,5,32,science
3365,15,10,7,42,science
3366,10,10,14,35,sports
3367,12,20,14,39,"sports, science, literature"
3368,12,23,19,30,"science, literature"
3369,11,19,7,16,"sports, literature"
3370,13,21,18,45,science
3371,12,13,6,14,literature
3372,15,12,5,13,"science, literature"
3373,14,15,10,16,"sports, science"
3374,13,18,14,19,science
3375,11,14,8,48,sports
3376,12,30,16,23,"sports, science"
3377,15,15,11,35,sports
3378,15,26,15,25,"science, literature"
3379,14,13,12,39,"science, literature"
3380,12,20,9,28,science
3381,14,26,12,46,"sports, science"
3382,12,17,18,22,"sports, literature"
3383,12,20,9,14,"sports, science"
3384,14,29,16,31,science
3385,15,12,18,18,science
3386,10,20,15,46,"sports, science"
3387,15,24,9,15,"science, literature"
3388,15,26,7,22,sports
3389,12,11,15,11,"sports, science"
3390,11,25,18,42,"sports, science"
3391,11,23,7,25,science
3392,10,26,7,22,science
3393,15,28,9,24,"sports, literature"
3394,14,16,7,20,science
3395,13,25,17,27,science
3396,14,27,8,14,sports
3397,13,13,20,45,"sports, literature"
3398,13,10,11,43,science
3399,13,20,11,44,science
3400,13,25,5,41,"science, literature"
3401,11,22,14,50,"sports, science"
3402,14,11,16,33,literature
3403,13,17,20,48,"sports, science, literature"
3404,14,24,14,45,"sports, literature"
3405,11,23,15,10,science
3406,11,12,20,50,"science, literature"
3407,13,25,7,26,"sports, science"
3408,11,26,18,40,sports
3409,14,25,17,25,"sports, literature"
3410,13,20,5,16,science
3411,10,13,12,48,"sports, literature"
3412,12,28,13,22,"sports, literature"
3413,12,10,7,45,"sports, science, literature"
3414,10,13,11,11,sports
3415,10,27,8,21,science
3416,14,25,11,12,"sports, science, literature"
3417,15,30,7,13,science
3418,14,19,19,40,literature
3419,14,26,10,45,"science, literature"
3420,13,15,19,11,"sports, science"
3421,10,21,11,12,"sports, literature"
3422,10,18,18,28,science
3423,15,12,10,25,"sports, literature"
3424,10,21,10,27,"sports, science, literature"
3425,14,29,14,49,"science, literature"
3426,12,11,12,37,"sports, literature"
3427,10,27,11,22,literature
3428,10,22,16,17,science
3429,15,15,9,41,"sports, literature"
3430,12,23,11,23,sports
3431,14,15,9,18,"sports, science, literature"
3432,10,16,12,49,"sports, science"
3433,13,25,17,10,literature
3434,14,26,20,39,"sports, science"
3435,11,17,11,25,"science, literature"
3436,13,10,16,25,science
3437,12,28,17,45,"sports, science"
3438,14,29,11,50,sports
3439,14,10,13,26,"sports, literature"
3440,14,12,12,20,science
3441,14,17,10,49,science
3442,13,14,10,23,sports
3443,11,19,14,43,"sports, literature"
3444,12,13,20,19,"sports, science, literature"
3445,10,20,9,45,"sports, science"
3446,12,15,11,31,"science, literature"
3447,12,28,19,48,"sports, literature"
3448,10,12,8,12,sports
3449,10,13,7,17,science
3450,15,17,10,32,sports
3451,12,21,6,27,science
3452,15,11,6,35,"sports, science"
3453,10,26,10,32,literature
3454,13,17,12,26,science
3455,10,28,12,38,science
3456,15,15,20,27,"sports, science"
3457,13,20,11,36,"sports, literature"
3458,12,29,16,30,"sports, literature"
3459,10,18,9,31,science
3460,12,20,13,30,"sports, science"
3461,14,10,5,38,"sports, science, literature"
3462,13,22,18,25,"sports, science"
3463,14,20,20,45,science
3464,14,13,16,32,"sports, science"
3465,15,22,10,11,"science, literature"
3466,12,18,18,30,sports
3467,11,24,17,15,science
3468,14,20,19,11,sports
3469,11,30,8,50,"science, literature"
3470,13,28,18,31,"sports, science, literature"
3471,13,13,11,19,"science, literature"
3472,14,10,5,45,"sports, science, literature"
3473,11,17,6,21,"sports, literature"
3474,11,23,20,14,"sports, literature"
3475,10,23,10,49,"sports, science"
3476,11,28,19,10,"sports, science"
3477,14,21,13,17,"sports, science"
3478,11,21,18,28,"sports, science, literature"
3479,15,16,12,35,sports
3480,13,22,6,16,"science, literature"
3481,11,14,7,45,"sports, science, literature"
3482,13,19,10,33,"science, literature"
3483,11,24,11,36,"sports, literature"
3484,13,17,17,22,"sports, literature"
3485,15,30,19,36,"science, literature"
3486,12,17,14,32,science
3487,14,15,19,42,sports
3488,13,13,8,28,science
3489,14,12,13,10,"sports, science, literature"
3490,12,30,6,34,science
3491,13,19,6,31,"sports, science"
3492,11,15,11,28,"sports, literature"
3493,12,16,17,44,science
3494,15,12,7,46,science
3495,15,30,12,41,"sports, science, literature"
